"pattern"	"genecount"	"genelen"	"nhits"	"sample"
"7907"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ"	8	150	30313	"T124"
"7908"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	1	202	30313	"T124"
"7909"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40"	16	175	30313	"T124"
"7910"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	914	151	30313	"T124"
"7911"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ"	35	150	30313	"T124"
"7912"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	2865	151	30313	"T124"
"7913"	"Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation"	1	270	30313	"T124"
"7914"	"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	1019	150	30313	"T124"
"7915"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|ARST"	5	186	30313	"T124"
"7916"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA"	1	198	30313	"T124"
"7917"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC"	2	238	30313	"T124"
"7918"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS"	6	186	30313	"T124"
"7919"	"Metals|Copper_resistance|Copper_resistance_protein|ACTPC"	29	151	30313	"T124"
"7920"	"Metals|Copper_resistance|Copper_resistance_protein|COPA"	17	155	30313	"T124"
"7921"	"Metals|Copper_resistance|Copper_resistance_protein|COPB"	8	163	30313	"T124"
"7922"	"Metals|Copper_resistance|Copper_resistance_protein|COPG"	1	161	30313	"T124"
"7923"	"Metals|Copper_resistance|Copper_resistance_protein|CTPV"	22	170	30313	"T124"
"7924"	"Metals|Copper_resistance|Copper_resistance_protein|CUEO"	1	169	30313	"T124"
"7925"	"Metals|Copper_resistance|Copper_resistance_protein|CUTE"	2	211	30313	"T124"
"7926"	"Metals|Copper_resistance|Copper_resistance_protein|CUTO"	1	172	30313	"T124"
"7927"	"Metals|Copper_resistance|Copper_resistance_protein|DNAK"	38	163	30313	"T124"
"7928"	"Metals|Copper_resistance|Copper_resistance_regulator|COMR"	1	156	30313	"T124"
"7929"	"Metals|Copper_resistance|Copper_resistance_regulator|COPR"	7	182	30313	"T124"
"7930"	"Metals|Copper_resistance|Copper_resistance_regulator|COPS"	4	177	30313	"T124"
"7931"	"Metals|Iron_resistance|Iron_resistance_protein|ACN"	44	155	30313	"T124"
"7932"	"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	2	222	30313	"T124"
"7933"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	36	156	30313	"T124"
"7934"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERE"	1	166	30313	"T124"
"7935"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERP"	4	265	30313	"T124"
"7936"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERT"	16	161	30313	"T124"
"7937"	"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR"	3	185	30313	"T124"
"7938"	"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2"	1	185	30313	"T124"
"7939"	"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA"	1	159	30313	"T124"
"7940"	"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB"	3	266	30313	"T124"
"7941"	"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC"	4	157	30313	"T124"
"7942"	"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROB"	1	270	30313	"T124"
"7943"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA"	3	231	30313	"T124"
"7944"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRA"	16	155	30313	"T124"
"7945"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA"	6	218	30313	"T124"
"7946"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC"	3	176	30313	"T124"
"7947"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	8	208	30313	"T124"
"7948"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	16	176	30313	"T124"
"7949"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF"	4	195	30313	"T124"
"7950"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA"	18	289	30313	"T124"
"7951"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB"	4	206	30313	"T124"
"7952"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	2	215	30313	"T124"
"7953"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH"	2	170	30313	"T124"
"7954"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP"	1	181	30313	"T124"
"7955"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCA"	7	155	30313	"T124"
"7956"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA"	17	162	30313	"T124"
"7957"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB"	1	189	30313	"T124"
"7958"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	6	192	30313	"T124"
"7959"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	1	238	30313	"T124"
"7960"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX"	1	184	30313	"T124"
"7961"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA"	8	170	30313	"T124"
"7962"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR"	1	192	30313	"T124"
"7963"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	4	176	30313	"T124"
"7964"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	1	200	30313	"T124"
"7965"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA"	42	157	30313	"T124"
"7966"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB"	20	164	30313	"T124"
"7967"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE"	6	167	30313	"T124"
"7968"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP"	36	164	30313	"T124"
"7969"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA"	21	156	30313	"T124"
"7970"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP"	4	278	30313	"T124"
"7971"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR"	2	252	30313	"T124"
"7972"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS"	1	152	30313	"T124"
"7973"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCC"	1	188	30313	"T124"
"7974"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM"	12	154	30313	"T124"
"7975"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD"	13	158	30313	"T124"
"7976"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR"	10	151	30313	"T124"
"7977"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS"	28	152	30313	"T124"
"7978"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS"	2	156	30313	"T124"
"7979"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	4	164	30313	"T124"
"7980"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB"	2	204	30313	"T124"
"7981"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD"	2	252	30313	"T124"
"7982"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE"	2	252	30313	"T124"
"7983"	"Metals|Sodium_resistance|Sodium_resistance_protein|CHAA"	2	191	30313	"T124"
"7984"	"Metals|Sodium_resistance|Sodium_resistance_protein|NHAA"	1	201	30313	"T124"
"7985"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA"	1	242	30313	"T124"
"7986"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB"	3	159	30313	"T124"
"7987"	"Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR"	4	244	30313	"T124"
"7988"	"Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR"	4	162	30313	"T124"
"7989"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB"	6	164	30313	"T124"
"7990"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB"	1	288	30313	"T124"
"7991"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	26	175	30313	"T124"
"7992"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA"	6	240	30313	"T124"
"7993"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF"	12	243	30313	"T124"
"7994"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	7	151	30313	"T124"
"7995"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB"	1	212	30313	"T124"
"7996"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH"	3	269	30313	"T124"
"7997"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF"	4	194	30313	"T124"
"7998"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA"	1	161	30313	"T124"
"7999"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB"	1	170	30313	"T124"
"8000"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT"	2	196	30313	"T124"
"8001"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	21	155	30313	"T124"
"8002"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA"	1	256	30313	"T124"
"8003"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	15	159	30313	"T124"
"8004"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	3	188	30313	"T124"
"8005"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	5	250	30313	"T124"
"8006"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	6	153	30313	"T124"
"8007"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI"	2	247	30313	"T124"
"8008"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR"	1	159	30313	"T124"
"8009"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA"	4	189	30313	"T124"
"8010"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	2	186	30313	"T124"
"8011"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	3	151	30313	"T124"
"8012"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	2	198	30313	"T124"
"8013"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB"	8	161	30313	"T124"
"8014"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	4	170	30313	"T124"
"8015"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK"	2	221	30313	"T124"
"8016"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN"	4	161	30313	"T124"
"8017"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	8	254	30313	"T124"
"8018"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH"	4	197	30313	"T124"
"8019"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM"	4	199	30313	"T124"
"8020"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS"	6	219	30313	"T124"
"8021"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA"	3	152	30313	"T124"
"8022"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	5	170	30313	"T124"
"8023"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE"	1	228	30313	"T124"
"8024"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	20	164	30313	"T124"
"8025"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	1	160	30313	"T124"
"8026"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	9	158	30313	"T124"
"8027"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	4	159	30313	"T124"
"8028"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	40	152	30313	"T124"
"8029"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC"	2	247	30313	"T124"
"8030"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	2	166	30313	"T124"
"8031"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	3	197	30313	"T124"
"8032"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	12	188	30313	"T124"
"8033"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	5	192	30313	"T124"
"8034"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	61	152	30313	"T124"
"8035"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	5	154	30313	"T124"
"8036"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK"	10	162	30313	"T124"
"8037"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	23	159	30313	"T124"
"8038"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	21	171	30313	"T124"
"8039"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY"	8	192	30313	"T124"
"8040"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA"	24	247	30313	"T124"
"8041"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	306	178	30313	"T124"
"8042"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	30	157	30313	"T124"
"8043"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	8	183	30313	"T124"
"8044"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	42	159	30313	"T124"
"8045"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB"	4	235	30313	"T124"
"8046"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	20	152	30313	"T124"
"8047"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX"	1	224	30313	"T124"
"8048"	"Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR"	4	287	4841	"T123"
"8049"	"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	16	284	4841	"T123"
"8050"	"Biocides|Acid_resistance|Acid_resistance_protein|YDEP"	2	284	4841	"T123"
"8051"	"Biocides|Acid_resistance|Acid_resistance_regulator|EVGA"	2	287	4841	"T123"
"8052"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	4	283	4841	"T123"
"8053"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR"	2	279	4841	"T123"
"8054"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	4	261	4841	"T123"
"8055"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	8	284	4841	"T123"
"8056"	"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB"	4	280	4841	"T123"
"8057"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	4	279	4841	"T123"
"8058"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	26	284	4841	"T123"
"8059"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	2	290	4841	"T123"
"8060"	"Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE"	1	290	4841	"T123"
"8061"	"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3"	19	266	4841	"T123"
"8062"	"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME"	12	290	4841	"T123"
"8063"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	44	290	4841	"T123"
"8064"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4"	10	287	4841	"T123"
"8065"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6"	64	280	4841	"T123"
"8066"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	986	268	4841	"T123"
"8067"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	110	268	4841	"T123"
"8068"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	91	274	4841	"T123"
"8069"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	91	274	4841	"T123"
"8070"	"Drugs|betalactams|Class_A_betalactamases|CTX"	20	284	4841	"T123"
"8071"	"Drugs|betalactams|Class_A_betalactamases|TEM"	601	284	4841	"T123"
"8072"	"Drugs|betalactams|Class_B_betalactamases|BJP1"	4	290	4841	"T123"
"8073"	"Drugs|betalactams|Class_B_betalactamases|CAU"	12	274	4841	"T123"
"8074"	"Drugs|betalactams|Mutant_porin_proteins|OMPR"	4	287	4841	"T123"
"8075"	"Drugs|betalactams|Penicillin_binding_protein|PBP2"	4	290	4841	"T123"
"8076"	"Drugs|betalactams|Penicillin_binding_protein|PBP4B"	2	290	4841	"T123"
"8077"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	91	274	4841	"T123"
"8078"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA"	2	290	4841	"T123"
"8079"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF"	4	288	4841	"T123"
"8080"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	90	279	4841	"T123"
"8081"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	36	282	4841	"T123"
"8082"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	5	279	4841	"T123"
"8083"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	68	282	4841	"T123"
"8084"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	6	284	4841	"T123"
"8085"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation"	2	290	4841	"T123"
"8086"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation"	2	282	4841	"T123"
"8087"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation"	6	288	4841	"T123"
"8088"	"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	4	290	4841	"T123"
"8089"	"Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation"	2	288	4841	"T123"
"8090"	"Drugs|Glycopeptides|VanO-type_regulator|VANRO"	2	290	4841	"T123"
"8091"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	8	279	4841	"T123"
"8092"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	12	175	4841	"T123"
"8093"	"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	807	276	4841	"T123"
"8094"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	4	287	4841	"T123"
"8095"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	2	290	4841	"T123"
"8096"	"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	14	285	4841	"T123"
"8097"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACB"	7	284	4841	"T123"
"8098"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	2	284	4841	"T123"
"8099"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB"	2	290	4841	"T123"
"8100"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	4	287	4841	"T123"
"8101"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	5	287	4841	"T123"
"8102"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA"	2	288	4841	"T123"
"8103"	"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES"	1	290	4841	"T123"
"8104"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation"	6	287	4841	"T123"
"8105"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation"	4	288	4841	"T123"
"8106"	"Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT"	6	286	4841	"T123"
"8107"	"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	44	276	4841	"T123"
"8108"	"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	4	276	4841	"T123"
"8109"	"Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation"	2	290	4841	"T123"
"8110"	"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX"	24	282	4841	"T123"
"8111"	"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	28	282	4841	"T123"
"8112"	"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	10	285	4841	"T123"
"8113"	"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	286	276	4841	"T123"
"8114"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	14	284	4841	"T123"
"8115"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII"	12	290	4841	"T123"
"8116"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB"	54	279	4841	"T123"
"8117"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	2	283	4841	"T123"
"8118"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	76	283	4841	"T123"
"8119"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	120	283	4841	"T123"
"8120"	"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	124	268	4841	"T123"
"8121"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|ARST"	2	290	4841	"T123"
